performance_id,student_id,subject_id,marks_obtained,total_marks,grade,exam_type,exam_date,teacher_id,remarks
17406,11552,490,62.62,100,D,Quiz,2024-08-28,824,Speech record price stand trial.
17407,10181,200,47.29,100,D,Quiz,2024-05-08,887,Person team street.
17408,9702,310,15.99,100,B,Midterm,2024-02-27,229,Often quickly southern left design play participant matter.
17409,2182,368,35.9,100,A,Midterm,2024-12-18,215,Blue forward artist up.
17410,15466,334,68.54,100,F,Midterm,2024-08-20,751,Example use range card trial reason continue.
17411,17463,327,25.24,100,B,Midterm,2024-07-08,205,School structure large brother trade.
17412,15280,123,72.2,100,B,Quiz,2024-09-30,856,Near stay successful time clearly story memory.
17413,6195,41,49.97,100,F,Final,2024-04-18,820,To some major tend no.
17414,13965,314,59.79,100,F,Midterm,2024-10-20,684,Difficult put property player film key method tend.
17415,12007,273,47.71,100,A,Final,2024-10-13,930,Half debate measure right or community role become.
17416,10119,190,65.48,100,C,Midterm,2024-07-27,141,Stage trial I hair start.
17417,15225,127,43.69,100,C,Final,2025-01-29,641,Business thousand against senior road.
17418,15315,145,69.81,100,F,Quiz,2024-12-26,405,Official defense small language anything anything.
17419,11251,244,89.29,100,A,Final,2024-08-07,791,Up maybe never mention pay real then.
17420,17788,408,16.04,100,A,Quiz,2024-05-30,837,Save car fact concern all may.
17421,10966,390,27.4,100,D,Midterm,2024-05-23,12,Growth listen sell what nice building so.
17422,11995,270,54.74,100,A,Midterm,2024-10-19,625,Look hot region business order tax better.
17423,78,343,11.58,100,B,Quiz,2024-07-21,424,Bed baby cover dog feeling treatment third.
17424,7415,8,1.25,100,C,Midterm,2024-06-26,758,Community offer really.
17425,5604,148,99.71,100,F,Final,2024-05-25,250,Fish food official ok senior.
17426,15874,480,80.41,100,C,Quiz,2024-07-04,139,Culture box free up.
17427,17372,179,6.39,100,A,Final,2024-03-10,911,Building high coach reveal account success.
17428,2404,17,64.14,100,A,Midterm,2024-07-03,236,President city begin direction music spring worry.
17429,12869,325,12.44,100,B,Final,2024-04-24,6,Thank student your television threat job attack.
17430,14311,202,99.35,100,A,Final,2024-06-25,433,Clear type candidate.
17431,3768,399,92.94,100,F,Midterm,2024-04-21,871,Minute push join activity player newspaper modern.
17432,3787,136,68.77,100,F,Quiz,2024-11-07,54,Use recently decade player.
17433,8772,318,89.69,100,F,Midterm,2024-09-19,634,Call imagine shoulder civil dog wear service.
17434,12018,142,37.04,100,A,Final,2024-09-25,846,Result direction live center final.
17435,7899,422,13.16,100,B,Final,2025-01-01,498,Executive election plan.
17436,12337,146,54.21,100,F,Quiz,2024-05-22,784,Operation foreign theory let speak.
17437,8657,171,33.44,100,A,Final,2024-03-24,697,Arm send spend material health military.
17438,17992,311,42.86,100,B,Quiz,2024-05-08,802,Behind spend none bed.
17439,16359,198,23.8,100,F,Final,2024-12-15,356,Budget purpose very table.
17440,4455,111,80.49,100,A,Midterm,2024-05-19,621,Campaign level civil.
17441,13974,172,42.17,100,A,Midterm,2024-11-05,363,Executive third reduce former leg answer develop way.
17442,12147,225,82.95,100,B,Midterm,2025-01-17,993,Size Mr population.
17443,9464,41,40.35,100,D,Midterm,2024-12-17,753,Listen population dream chair.
17444,11466,352,56.18,100,B,Quiz,2024-04-18,555,Life cause have edge staff.
17445,14508,315,28.58,100,D,Quiz,2024-07-12,455,Career politics eat deep performance.
17446,17188,357,0.57,100,D,Final,2024-11-26,376,Space real card institution serve.
17447,7572,109,14.11,100,A,Midterm,2024-12-06,348,Later indeed something risk must bad.
17448,15067,48,83.98,100,C,Final,2024-04-26,730,Fight cultural current economic.
17449,1726,418,19.54,100,B,Midterm,2024-10-27,555,Side partner carry and who interesting economic.
17450,6872,313,13.95,100,B,Final,2024-06-08,589,Campaign factor central never spend.
17451,4278,455,50.39,100,A,Final,2024-10-12,400,That now no rule radio.
17452,13601,124,86.7,100,A,Final,2025-01-21,27,Pay risk drug institution ready magazine maintain.
17453,18175,482,96.56,100,D,Quiz,2024-08-01,39,Deal head put tell strong treatment.
17454,10738,234,10.25,100,F,Midterm,2024-10-11,622,Charge national interview get worry rather black.
17455,10241,244,95.77,100,D,Quiz,2024-08-26,40,Officer home choice teach try treat.
17456,16985,16,1.39,100,C,Midterm,2024-07-03,313,Discuss growth fine as including once serve continue.
17457,13084,133,98.45,100,C,Midterm,2024-08-30,416,That make behind note happy better difference.
17458,275,28,78.81,100,F,Midterm,2024-11-29,73,Marriage itself sort kid remain air art.
17459,355,479,5.13,100,A,Midterm,2024-05-13,338,Business beat drop appear now.
17460,8080,52,80.01,100,C,Quiz,2024-06-24,571,Hope by account page.
17461,7641,134,9.37,100,B,Quiz,2024-10-28,145,Land economy others accept.
17462,16797,77,95.43,100,F,Midterm,2025-01-14,622,Customer face develop soldier hard television.
17463,3254,223,69.55,100,B,Quiz,2024-08-25,371,Family class something present practice cover.
17464,15905,374,34.67,100,D,Final,2024-08-05,26,Miss build second.
17465,5971,476,27.08,100,F,Midterm,2025-01-01,236,Mouth of without most phone.
17466,1077,110,13.72,100,D,Final,2024-10-04,305,Some yard really camera any store.
17467,4291,84,37.76,100,B,Midterm,2024-05-13,578,Head set before have term history white.
17468,7628,53,17.31,100,A,Quiz,2024-08-25,610,Nothing best radio degree maintain mention offer.
17469,15670,110,87.94,100,D,Final,2024-02-23,758,Key avoid bar you husband offer entire.
17470,17815,29,64.0,100,A,Final,2024-06-17,133,Recognize new later bring candidate name measure.
17471,11166,352,71.49,100,D,Quiz,2024-06-29,729,Anyone no build ball investment.
17472,184,162,9.65,100,C,Final,2024-04-29,386,Experience right back power car off official.
17473,2564,357,92.41,100,B,Quiz,2024-06-22,199,Candidate possible top take art.
17474,4745,312,36.68,100,C,Quiz,2025-01-02,589,Finish hard bar necessary brother somebody hand.
17475,15951,491,16.38,100,A,Final,2024-04-23,38,Entire resource foot remain beautiful production.
17476,7214,325,36.11,100,F,Quiz,2024-12-14,115,Later page player perhaps certain soldier model.
17477,10416,360,7.92,100,D,Quiz,2024-06-02,579,Else agent tree night one company able.
17478,19342,410,90.82,100,D,Final,2024-04-29,865,Event start purpose.
17479,17472,373,13.72,100,F,Quiz,2024-08-16,937,Know audience end quality later standard.
17480,10462,2,87.42,100,B,Final,2024-06-23,108,War attack military hope front.
17481,9994,494,26.9,100,A,Midterm,2024-09-23,104,See question time fine family may when begin.
17482,13199,283,87.42,100,D,Final,2024-03-29,853,Game increase window sea summer hospital.
17483,5217,451,51.26,100,D,Final,2024-10-04,861,Election so give table.
17484,4154,144,23.06,100,B,Midterm,2024-08-07,129,Along will long group get along church.
17485,16839,408,93.8,100,F,Midterm,2024-03-24,371,Garden American million foreign.
17486,14569,348,78.53,100,B,Midterm,2024-06-14,177,In kitchen mouth ball image both.
17487,13199,128,76.16,100,C,Midterm,2024-03-02,664,Respond really ago star couple method.
17488,14648,431,72.53,100,F,Final,2024-07-31,564,Author final area amount former blue from.
17489,8600,357,51.97,100,D,Quiz,2024-03-28,63,Its address might ability company.
17490,10545,153,27.73,100,F,Final,2024-05-20,378,Production be yourself sister free rich.
17491,12128,175,84.99,100,A,Final,2024-07-11,322,Character meeting likely really throughout total deep.
17492,19310,412,16.72,100,D,Final,2024-05-19,679,Hand clear less apply figure area.
17493,10774,285,86.95,100,F,Midterm,2024-10-07,540,Fire street walk ten push I.
17494,2140,293,10.53,100,F,Midterm,2024-06-03,643,Two wear produce smile imagine history.
17495,3950,131,27.85,100,C,Midterm,2024-03-18,869,Mention open again affect team card firm charge.
17496,2891,133,71.85,100,C,Quiz,2024-12-31,253,Wind no seem hospital everyone.
17497,11301,250,22.58,100,B,Final,2024-03-27,710,Bank including ball seat language understand PM final.
17498,10656,228,95.55,100,D,Midterm,2024-03-25,571,Probably television perhaps within.
17499,9010,421,38.99,100,F,Quiz,2025-01-28,101,Determine writer just clear upon.
17500,11182,351,79.6,100,C,Quiz,2024-07-15,539,Gun grow political manage.
17501,4140,467,18.5,100,B,Final,2024-04-03,33,High sing material.
17502,546,171,89.42,100,B,Final,2024-03-29,440,Task use discover past effort.
17503,15157,31,10.35,100,D,Quiz,2024-07-19,204,Between experience already but husband scientist.
17504,19079,364,69.55,100,A,Final,2024-07-27,742,Environment it do I so concern a.
17505,1144,156,90.77,100,F,Quiz,2024-06-04,634,Experience TV crime.
17506,18235,173,60.28,100,B,Quiz,2024-10-07,661,Employee sound travel develop year business author.
17507,8340,292,57.33,100,D,Quiz,2024-05-24,365,Garden lay tonight level.
17508,16189,335,33.61,100,C,Final,2024-03-02,28,Join yeah agent executive against.
17509,13962,433,26.18,100,B,Quiz,2024-10-13,726,Career water season.
17510,5464,412,73.17,100,B,Midterm,2024-02-22,67,Understand simple name explain quickly head use.
17511,5785,90,21.78,100,D,Midterm,2024-04-23,445,By radio red.
17512,13572,194,3.77,100,C,Quiz,2024-06-21,980,Protect call establish decade audience cell make.
17513,9182,377,57.89,100,D,Quiz,2024-01-31,736,Movie minute same safe side.
17514,1567,387,27.0,100,F,Quiz,2024-12-11,969,Security consumer anything no letter their audience although.
17515,1789,182,93.24,100,A,Final,2024-08-25,433,Thus result spend save prevent next because.
17516,7356,126,4.88,100,A,Midterm,2024-08-12,613,Whom political sea hotel determine there president inside.
17517,7811,97,67.52,100,F,Midterm,2025-01-01,797,Turn boy speak part.
17518,17656,478,4.07,100,F,Midterm,2024-08-26,358,Agreement civil soon six others task.
17519,12580,334,98.01,100,A,Midterm,2024-12-27,124,Stand drive first performance.
17520,12192,14,51.89,100,B,Final,2024-08-29,654,Game material growth not.
17521,6542,104,88.86,100,D,Quiz,2024-10-19,339,High daughter rather feel she manage challenge.
17522,18459,211,46.29,100,B,Final,2024-08-26,57,Project total hand husband wonder wait quality.
17523,2636,343,41.19,100,C,Final,2024-02-26,270,Few several management not join across.
17524,6454,110,91.6,100,D,Midterm,2024-08-29,927,College receive present admit four exactly.
17525,14422,139,87.41,100,B,Final,2024-05-21,263,Election trouble second appear writer run.
17526,17748,492,4.66,100,F,Quiz,2024-05-12,762,Clearly happen because goal national.
17527,17972,473,46.81,100,B,Quiz,2025-01-11,628,Final minute between begin.
17528,11764,335,36.16,100,C,Final,2025-01-09,566,Day wish improve entire after make future.
17529,15008,269,2.08,100,A,Quiz,2024-06-14,649,For environmental four now risk particularly strategy.
17530,13941,148,28.01,100,A,Midterm,2024-05-05,870,Staff last word live increase eight eye.
17531,15007,341,52.99,100,F,Final,2024-05-06,297,Individual suffer outside role give imagine probably.
17532,15203,404,36.78,100,B,Midterm,2024-02-26,990,Win spring test be course design voice.
17533,6989,29,64.6,100,A,Quiz,2024-12-30,832,Left good maybe owner some data option.
17534,10854,245,38.69,100,B,Quiz,2024-03-30,403,Dinner several candidate tend include keep standard.
17535,17904,259,27.52,100,F,Final,2025-01-19,249,Benefit music now music require lawyer then beyond.
17536,12576,371,26.54,100,D,Final,2024-11-14,135,Return within high bill color physical.
17537,4818,314,66.92,100,D,Final,2024-03-17,246,General young happy very.
17538,5715,27,35.74,100,F,Midterm,2024-03-03,325,Four center environment above.
17539,14908,494,3.99,100,C,Midterm,2024-06-03,1000,Somebody away first give still.
17540,6561,250,7.39,100,B,Midterm,2024-06-15,270,Serious air source indicate model usually number.
17541,8312,436,60.88,100,C,Final,2024-03-10,719,Box quality meeting state final evening.
17542,6149,278,14.3,100,F,Quiz,2024-12-14,212,Later heavy specific baby.
17543,15965,3,27.29,100,D,Quiz,2024-07-03,716,Our politics old will although will dark.
17544,18735,123,22.51,100,D,Quiz,2024-12-28,940,Tree road war argue something about player.
17545,3174,354,20.26,100,C,Final,2024-03-26,841,Example close room tax catch.
17546,1080,57,89.98,100,D,Midterm,2024-07-03,4,Eat run through impact.
17547,8189,490,65.27,100,A,Midterm,2025-01-07,437,College middle traditional raise.
17548,8199,264,24.85,100,A,Midterm,2024-09-26,24,Professional final up eat program nearly.
17549,19989,77,46.9,100,C,Midterm,2024-12-15,465,Economic capital trial.
17550,18575,80,36.39,100,B,Midterm,2024-05-12,873,Onto customer about professional be.
17551,13094,316,33.43,100,C,Quiz,2024-11-23,60,National teach water.
17552,8862,491,54.36,100,D,Final,2025-01-16,711,Job agreement item good various.
17553,19914,369,0.47,100,B,Midterm,2024-02-11,220,Culture image church.
17554,2772,74,48.62,100,A,Quiz,2024-12-31,533,Describe position share likely argue safe front.
17555,7678,408,52.85,100,C,Midterm,2024-09-07,103,Make rule truth process seat management.
17556,11865,282,88.44,100,B,Final,2024-10-16,725,May degree people Republican fight.
17557,12150,400,47.27,100,B,Midterm,2024-11-28,200,Feel on character surface decade price me.
17558,10859,48,83.0,100,C,Quiz,2024-02-18,320,Outside notice away fund.
17559,8394,458,4.28,100,A,Final,2024-07-22,811,Fight capital mother house partner.
17560,11234,357,26.0,100,A,Quiz,2024-04-30,579,Spring mouth realize six expect.
17561,5420,122,84.42,100,A,Midterm,2024-07-12,58,Official mean home tree two eight party message.
17562,1165,340,78.65,100,C,Midterm,2025-01-27,837,Write list party program.
17563,12331,204,25.56,100,D,Final,2024-12-15,180,Might store occur course discussion free.
17564,19220,249,89.87,100,A,Final,2024-11-01,7,Her chair institution next level would truth true.
17565,9915,412,34.49,100,F,Quiz,2024-10-23,342,Group small feeling mention suffer too.
17566,13728,290,87.43,100,B,Quiz,2024-11-27,804,Animal may degree reduce thus.
17567,2042,384,23.82,100,F,Quiz,2025-01-27,656,Member leave sometimes identify animal.
17568,5969,466,28.87,100,A,Final,2025-01-08,563,Character through wait.
17569,16304,73,32.75,100,F,Final,2024-07-01,518,Foreign arrive score must pressure part.
17570,5846,196,98.16,100,D,Final,2024-03-16,179,Forward born another.
17571,7504,66,63.33,100,C,Quiz,2024-07-07,366,Little foot political magazine avoid station interview.
17572,8624,240,25.36,100,D,Final,2024-12-22,600,Usually play no pattern project thing.
17573,511,314,45.41,100,C,Midterm,2024-09-17,361,Receive yeah exactly budget region.
17574,18434,393,83.95,100,C,Final,2024-08-03,978,Hand reach choose though away kitchen.
17575,17485,72,34.3,100,F,Quiz,2024-06-21,703,Night us ever rest everybody brother tend.
17576,19312,38,72.68,100,F,Final,2025-01-13,840,Reason foreign environmental reflect official leader rate minute.
17577,16047,136,99.09,100,A,Final,2024-09-13,371,Thousand summer opportunity quickly.
17578,7592,387,88.83,100,A,Quiz,2024-06-13,344,Cold thousand unit rule state.
17579,19775,25,92.31,100,C,Midterm,2024-08-26,608,Seat go brother purpose dark fast.
17580,10870,186,75.29,100,B,Final,2024-02-16,589,Far improve appear each eight I of final.
17581,16247,441,7.65,100,A,Midterm,2024-02-15,704,Magazine strong hear protect from south avoid.
17582,17438,459,38.87,100,D,Midterm,2024-10-05,219,Pattern employee remain.
17583,17293,173,84.16,100,B,Midterm,2024-10-18,295,Heart hard accept.
17584,14762,415,66.68,100,B,Midterm,2024-04-30,591,Could large sometimes himself dog.
17585,15387,178,69.06,100,D,Quiz,2024-12-01,950,Continue interest develop black west remember put.
17586,12932,81,18.72,100,C,Final,2024-07-24,679,Whatever art tree position.
17587,12069,360,54.95,100,B,Quiz,2024-06-27,909,Ball recognize alone add.
17588,19317,280,32.85,100,C,Midterm,2024-12-02,992,Yes dinner second.
17589,19059,39,20.68,100,F,Midterm,2024-10-04,390,Throughout very nothing western step keep.
17590,8466,88,39.46,100,F,Final,2024-05-22,16,Property bank task sister decide every.
17591,8658,422,13.41,100,F,Quiz,2024-11-20,697,Decade bank face hot father main.
17592,19217,402,11.71,100,B,Final,2024-10-23,540,Campaign Republican language quickly friend central.
17593,167,293,92.53,100,C,Final,2024-04-11,719,Loss realize standard peace.
17594,3967,169,41.39,100,F,Final,2024-12-25,232,Cost cost political although amount crime.
17595,16783,285,71.4,100,A,Midterm,2024-05-16,369,Trial no hope member world book.
17596,10714,159,94.99,100,A,Quiz,2025-01-05,829,Talk grow from long enough.
17597,15192,459,72.7,100,D,Final,2024-03-20,936,Month professional life piece machine order.
17598,9081,500,71.18,100,F,Quiz,2024-09-26,602,Other up defense here.
17599,898,83,96.04,100,A,Midterm,2024-07-31,293,Question and peace very seat say.
17600,11374,202,14.06,100,C,Quiz,2024-09-23,666,Career adult very.
17601,5062,215,72.7,100,B,Final,2024-10-13,638,Hear security create popular.
17602,16069,45,32.35,100,A,Midterm,2024-10-08,277,Behavior picture bed for everyone pass.
17603,10569,48,50.97,100,A,Final,2024-06-27,426,Seem real story ahead worry beat mean trial.
17604,2630,416,49.5,100,F,Final,2024-10-24,519,Doctor short executive.
17605,1243,31,1.95,100,C,Midterm,2024-03-02,797,Continue center debate lot any.
17606,4104,451,14.48,100,D,Final,2025-01-08,783,Top support admit.
17607,19451,251,62.48,100,D,Quiz,2024-11-07,316,Science executive address decision rest question.
17608,18609,77,30.28,100,C,Quiz,2024-02-26,704,Sing meet prepare since site agreement material.
17609,13744,147,33.98,100,A,Midterm,2024-03-21,72,Scene dream news often.
17610,10477,477,35.82,100,A,Final,2024-09-18,326,Next decade range night citizen.
17611,13786,412,2.6,100,D,Quiz,2024-04-16,16,Traditional organization third beyond.
17612,14307,207,62.27,100,D,Quiz,2024-09-28,613,Sit improve black suffer Congress pressure and.
17613,11719,228,94.21,100,F,Midterm,2024-02-23,849,Voice school fund writer fly.
17614,18939,184,10.9,100,B,Final,2025-01-20,607,Often agency least out trade specific sometimes.
17615,2786,212,69.47,100,F,Final,2024-06-12,203,Head around hundred position science sing project economy.
17616,17779,277,14.57,100,A,Quiz,2024-02-28,177,Concern listen ahead learn.
17617,3169,129,11.94,100,D,Quiz,2024-11-27,514,Close life thousand just baby message.
17618,11899,276,97.42,100,B,Final,2024-05-29,446,Turn fall page specific travel water professor their.
17619,7113,385,40.75,100,D,Midterm,2024-09-20,844,Money fast anything buy discuss mention weight.
17620,7863,457,31.69,100,A,Final,2024-09-17,160,Sometimes street building.
17621,2453,497,72.23,100,B,Midterm,2024-04-20,70,Republican apply claim hot one.
17622,261,231,44.6,100,A,Midterm,2025-01-15,623,Entire see before but way vote nation.
17623,2737,32,6.8,100,C,Quiz,2024-08-01,148,Open able benefit fast.
17624,8209,473,52.85,100,C,Final,2024-02-02,783,Weight public serve space billion media.
17625,1940,95,69.93,100,B,Quiz,2024-08-20,821,Policy work piece set.
17626,5025,131,31.73,100,B,Midterm,2024-12-28,828,How you find religious.
17627,13537,484,56.23,100,D,Quiz,2024-02-02,11,Less little respond employee several company.
17628,1791,469,93.04,100,C,Quiz,2024-06-12,364,None TV receive federal.
17629,10874,192,70.63,100,D,Quiz,2024-09-19,639,Guy could campaign early.
17630,10128,258,66.57,100,D,Quiz,2024-04-26,820,Building standard outside because various.
17631,18899,118,0.44,100,D,Quiz,2024-03-31,523,Player important hundred include ready much.
17632,5037,423,9.35,100,F,Midterm,2024-10-11,822,Contain identify bring subject last.
17633,17529,51,88.35,100,C,Final,2024-07-20,730,Natural marriage chair natural toward score.
17634,10635,425,55.93,100,A,Midterm,2024-04-26,420,Right this their matter southern executive.
17635,15258,281,16.91,100,B,Midterm,2024-02-21,797,Film home somebody PM.
17636,19031,245,18.92,100,B,Final,2024-11-07,959,Seat seat heavy stand beyond skill realize.
17637,15943,149,82.83,100,D,Final,2024-05-15,904,Stay kid foot foot will truth bank.
17638,10596,56,85.41,100,B,Final,2024-07-19,40,Small benefit account join here.
17639,13232,215,53.53,100,C,Final,2024-02-02,378,Alone not conference court type receive yeah.
17640,14843,128,66.38,100,C,Final,2024-04-16,697,Everything later cut news.
17641,9359,454,16.6,100,B,Quiz,2024-10-13,407,All build consumer such individual back.
17642,15778,64,91.6,100,A,Midterm,2024-06-22,514,Really provide reveal artist necessary people cultural hold.
17643,8171,438,38.15,100,D,Final,2025-01-13,656,Share nothing nothing half may southern.
17644,1250,471,68.45,100,D,Quiz,2024-08-11,246,Have seven go language crime huge shoulder.
17645,19359,26,78.17,100,C,Quiz,2025-01-23,506,Develop sea involve health drop too.
17646,344,212,70.82,100,F,Midterm,2024-04-12,621,Walk second nothing late just almost half.
17647,1517,112,13.37,100,B,Final,2024-07-24,262,Five back success should support cell the.
17648,6519,173,79.77,100,F,Final,2024-09-21,527,Week manager here exist.
17649,4523,350,25.4,100,D,Final,2024-12-09,576,Time really some manager paper.
17650,16229,433,12.97,100,B,Quiz,2024-04-03,472,Ready blood pressure though.
17651,16289,140,11.92,100,B,Quiz,2024-09-10,356,She second current trip standard leg.
17652,6140,185,62.62,100,C,Midterm,2024-06-18,827,Wife usually conference probably.
17653,19839,446,31.66,100,D,Midterm,2024-04-19,594,Program mind marriage responsibility us on but attack.
17654,19631,281,92.49,100,A,Quiz,2024-05-09,974,Organization man manage as thought too.
17655,19973,486,12.96,100,D,Midterm,2024-03-17,130,Debate against water life Mrs.
17656,17127,356,76.12,100,A,Quiz,2024-06-15,749,Media member science image civil.
17657,9186,178,35.58,100,D,Midterm,2024-12-08,985,Newspaper main professor be those condition.
17658,8100,185,22.48,100,D,Quiz,2024-12-02,870,Trouble production deep near make although study.
17659,569,316,25.15,100,C,Final,2024-09-23,840,Government almost perhaps teach.
17660,5365,179,79.04,100,B,Quiz,2025-01-05,969,Exactly white red sort company out.
17661,9540,350,91.61,100,D,Quiz,2024-02-20,703,Account also describe strong social stand.
17662,8181,376,88.33,100,F,Quiz,2024-07-02,714,Program most sell hair own learn.
17663,9211,369,49.57,100,B,Quiz,2024-08-19,928,Pm simply around without voice yourself already.
17664,4984,391,28.65,100,B,Final,2024-02-29,999,Order owner ever billion.
17665,2041,380,48.5,100,C,Quiz,2024-05-21,496,Somebody feeling white movie laugh American fact school.
17666,19928,423,17.67,100,F,Quiz,2024-06-19,830,East subject although over.
17667,3475,369,16.9,100,B,Midterm,2024-03-26,379,Understand his agency serve author white.
17668,10277,72,66.08,100,B,Final,2024-12-12,108,Few yard we ever than.
17669,2445,295,89.46,100,D,Quiz,2024-11-30,77,Positive Mrs seek outside out firm this others.
17670,11101,367,90.92,100,F,Final,2024-12-24,577,Manage sign hospital together also establish.
17671,4050,413,55.08,100,A,Quiz,2025-01-26,360,Collection ready there.
17672,5304,344,45.21,100,C,Final,2024-10-30,749,Gas group ability source fill television own nearly.
17673,16449,132,59.02,100,B,Quiz,2025-01-08,424,And month research page election tax.
17674,7466,392,38.85,100,C,Midterm,2024-12-10,45,Appear social door fire continue town.
17675,9541,233,33.38,100,B,Quiz,2024-03-24,672,Risk attorney international first then easy goal into.
17676,19464,421,57.76,100,C,Quiz,2024-09-01,653,None say everyone try mission my few.
17677,18348,204,42.33,100,B,Final,2024-10-08,70,Economic seat exist better strategy.
17678,15358,425,78.83,100,D,Quiz,2024-08-07,573,Film nice its daughter argue family.
17679,12955,405,85.9,100,B,Quiz,2025-01-25,77,Feel light add reality.
17680,16043,209,34.87,100,C,Midterm,2024-03-09,245,Prepare lawyer leader turn whatever.
17681,15975,233,81.18,100,F,Midterm,2025-01-05,459,Sound eat magazine window candidate.
17682,13976,58,25.32,100,D,Quiz,2024-12-20,799,Miss skill offer yes certain else.
17683,5023,385,21.77,100,C,Midterm,2025-01-11,287,So large age believe put.
17684,4356,143,69.26,100,B,Quiz,2024-04-11,855,Example put region push smile personal budget.
17685,8775,338,54.28,100,B,Quiz,2024-04-06,357,Not customer no.
17686,2285,275,11.94,100,F,Quiz,2024-08-04,320,Civil also young first life loss foreign.
17687,8473,143,57.92,100,B,Quiz,2025-01-04,803,Training morning part her energy.
17688,7558,157,60.13,100,D,Final,2024-12-03,521,Character pass or house exist.
17689,10332,463,83.48,100,A,Midterm,2024-02-24,860,About return study poor agent on statement.
17690,9044,390,7.54,100,C,Midterm,2024-02-27,59,Well majority join reason so push south work.
17691,14285,59,54.77,100,B,Final,2024-03-04,963,Soldier your likely catch school difficult report.
17692,13926,184,93.24,100,D,Quiz,2024-02-05,737,Dinner leader great left fight use.
17693,1283,428,45.18,100,A,Midterm,2024-07-07,442,Focus phone there knowledge meeting response.
17694,5624,265,82.77,100,D,Final,2024-02-09,843,Follow probably begin job decade.
17695,14936,188,61.51,100,A,Final,2025-01-15,215,Large positive trial true.
17696,5063,178,76.64,100,B,Final,2024-02-08,62,Prepare social time commercial stock reach magazine.
17697,4178,100,75.23,100,C,Midterm,2024-05-31,227,Song kitchen of really knowledge.
17698,13802,88,19.74,100,A,Final,2024-10-29,495,Pressure set like write themselves teach unit.
17699,12173,467,22.13,100,C,Quiz,2024-07-05,991,While I able win now matter government.
17700,8361,193,17.42,100,B,Midterm,2024-04-19,128,Audience much bad government.
17701,19363,465,1.01,100,A,Final,2024-03-14,409,Third decide American evidence executive along more.
17702,14109,304,76.44,100,F,Final,2024-12-06,455,Off that once body.
17703,13369,134,57.45,100,F,Midterm,2024-09-12,665,Not strong experience practice.
17704,542,411,97.07,100,B,Final,2024-12-23,127,Respond American success quickly sign.
17705,11,190,37.79,100,B,Final,2024-07-24,959,Environmental science learn job physical.
17706,9364,372,66.27,100,B,Quiz,2024-06-23,252,Budget leave country share main trial.
17707,6083,174,58.39,100,C,Final,2024-02-25,79,Tend thing purpose keep apply it feeling.
17708,6357,42,0.65,100,F,Final,2024-07-22,378,Than specific particularly per avoid.
17709,15984,108,13.68,100,D,Midterm,2025-01-11,850,Word yourself common arm.
17710,10493,40,66.78,100,F,Quiz,2024-11-17,794,Relate not half international perform perhaps.
17711,14227,194,77.85,100,B,Midterm,2024-07-24,135,Throughout stop culture Mr.
17712,1645,291,39.83,100,D,Midterm,2024-04-06,158,Collection should draw forget approach he.
17713,7052,375,1.97,100,C,Quiz,2024-05-24,593,Happy for start store option letter already.
17714,18712,152,4.53,100,F,Quiz,2024-12-20,467,Movement action would benefit tend Congress.
17715,16195,231,26.63,100,D,Quiz,2024-02-03,933,Form parent town parent.
17716,345,318,41.44,100,B,Quiz,2024-07-04,123,Throw heart cultural whether final.
17717,13340,259,83.22,100,F,Quiz,2024-02-27,253,Sense need suddenly begin student project war.
17718,5207,390,43.53,100,D,Quiz,2025-01-06,636,Population exist about suddenly drug radio.
17719,11570,331,34.9,100,D,Quiz,2024-07-27,314,Executive speech such friend focus part our.
17720,19556,322,57.31,100,A,Midterm,2024-11-02,194,Message degree decide energy write rather else.
17721,17697,425,91.77,100,C,Midterm,2024-06-27,475,Line food community plant.
17722,4325,342,14.47,100,A,Quiz,2024-08-18,298,Agreement lose daughter say glass beat.
17723,10545,390,83.12,100,D,Midterm,2024-11-11,580,Wish program member.
17724,9276,439,31.36,100,B,Quiz,2024-12-26,540,Crime notice sometimes word camera.
17725,12308,180,52.05,100,D,Final,2024-04-25,389,Return strategy prove machine end knowledge government.
17726,16529,229,62.42,100,C,Quiz,2024-08-09,900,Full page technology now hold game.
17727,13305,396,33.45,100,D,Final,2024-07-29,681,Through strong newspaper keep standard light.
17728,11748,171,91.2,100,F,Midterm,2024-10-25,337,Both east agreement possible hear continue notice.
17729,2508,420,82.72,100,D,Midterm,2025-01-27,218,Food nor do.
17730,5132,411,30.11,100,B,Quiz,2024-02-21,566,Claim find suffer painting performance.
17731,12171,125,35.55,100,A,Midterm,2025-01-03,692,Then body audience treat us onto still hundred.
17732,10494,147,27.57,100,D,Quiz,2024-09-09,752,Stage seem with dog feel.
17733,7333,149,12.09,100,C,Final,2024-05-07,46,Stage decision role data.
17734,19732,353,43.75,100,D,Midterm,2024-08-29,876,Pay modern majority fish light oil meet.
17735,1481,92,34.55,100,B,Final,2024-10-05,932,Manage join production another election already million.
17736,17555,202,63.51,100,A,Quiz,2024-05-22,260,General talk feeling seem fear miss.
17737,2573,28,67.19,100,A,Final,2024-10-21,778,Old country manager box wrong.
17738,15451,286,21.55,100,B,Quiz,2024-03-17,722,Population hundred alone.
17739,17265,61,9.53,100,F,Midterm,2024-04-04,435,Really about huge site employee prevent.
17740,7756,140,19.87,100,D,Midterm,2024-02-18,636,Same subject apply miss kitchen he.
